road_id,status,roadmst_id,roadmst_name,directional_tendency,road_name_type,road_class,road_type,one_way_dir,high_address,low_address,address_range,odd_side,from_roadint_id,to_roadint_id,truck_route,snow_removal,from_roadint_name,to_roadint_name,OBJECTID,land_use,transit_class,implementation_class,SHAPESTLength
123214,A,110458,TIMBERLINE RD,EW,RD,Local,ROAD,0,200,50,50 - 200,R,618455,999991,,2,AMBRIDGEFELD RD,EAST END OF ROAD,10417,Hillside,,,2065.952212
159006,A,113833,AMBRIDGEFELD RD,EW,RD,Local,ROAD,0,250,200,200 - 250,R,618455,999991,,3,TIMBERLINE RD,EAST END OF ROAD,10418,Hillside,,,404.4709535
123238,A,108821,RIMROCK CT,EW,CT,Local,ROAD,0,178,164,164 - 178,R,999993,618467,,3,NORTH END OF ROAD,RIMROCK RD,10419,Hillside,,,326.716602
123253,A,108833,RIMROCK RD,EW,RD,Local,ROAD,0,171,167,167 - 171,R,618455,618467,,2,AMBRIDGEFELD RD,RIMROCK CT,10420,Hillside,,,410.3793451
123265,A,108833,RIMROCK RD,EW,RD,Local,ROAD,0,180,172,172 - 180,R,618467,618481,,2,RIMROCK CT,LAKESHORE RD,10421,Hillside,,,421.3172682
123291,A,105763,LAKESHORE RD,EW,RD,Collector,ROAD,0,5799,5700,5700 - 5799,R,618479,618481,,1,SWICK RD,RIMROCK RD,10422,Rural,,,367.3454309
123315,A,105763,LAKESHORE RD,EW,RD,Minor Arterial,ROAD,0,5699,5360,5360 - 5699,R,618481,618113,,1,RIMROCK RD,ASPEN RD,10426,Rural,,,2463.387972
122717,A,111967,TANAGER DR,EW,DR,Collector,ROAD,0,345,300,300 - 345,R,618190,620232,,2,STELLAR CT,RAVEN DR,10427,Suburban,,,264.2081339
154649,A,111967,TANAGER DR,EW,DR,Collector,ROAD,0,400,346,346 - 400,R,620232,622046,,2,RAVEN DR,MCCARREN AVE,10428,Suburban,,,127.7764175
154652,A,108579,RAVEN DR,NS,DR,Local,ROAD,0,320,250,250 - 320,R,620232,620244,,2,TANAGER DR,PHOEBE CT,10429,Suburban,,,248.3216325
152431,A,110268,TANAGER CT,EW,CT,Local,ROAD,0,5432,5300,5300 - 5432,R,999990,618190,,3,WEST END OF ROAD,STELLAR CT,10430,Suburban,,,163.2681001
122729,A,109898,STELLAR DR,NS,DR,Collector,ROAD,0,320,297,297 - 320,R,618190,618202,,2,STELLAR CT,GROUSE AVE,10431,Suburban,,,232.0769173
122857,A,111930,SANDPIPER CT,NS,CT,Local,ROAD,0,315,280,280 - 315,R,999992,618214,,3,SOUTH END OF ROAD,GROUSE AVE,10432,Suburban,,,175.9649074
159018,A,112235,PROVIDENCE AVE,EW,AVE,Local,ROAD,0,312,300,300 - 312,R,622034,621754,,3,QUILCHENA DR,PTARMIGAN ST,10433,Suburban,,,92.89236342
159071,A,112247,QUILCHENA DR,NS,DR,Collector,ROAD,0,349,312,312 - 349,R,622034,621412,,2,PROVIDENCE AVE,RAVEN DR,10434,Suburban,Local,,305.6621368
159069,A,112247,QUILCHENA DR,NS,DR,Collector,ROAD,0,311,300,300 - 311,R,622046,622034,,2,MCCARREN AVE,PROVIDENCE AVE,10435,Suburban,Local,,94.42894167
159044,A,112538,MCCARREN AVE,EW,AVE,Local,ROAD,0,324,300,300 - 324,R,622046,622061,,2,TANAGER DR,JEWELL LANE,10436,Suburban,,,165.939025
159020,A,112235,PROVIDENCE AVE,EW,AVE,Local,ROAD,0,324,313,313 - 324,R,621754,622059,,3,PTARMIGAN ST,JEWELL LANE,10437,Suburban,,,50.076468
159032,A,112235,PROVIDENCE AVE,EW,AVE,Local,ROAD,0,345,325,325 - 345,R,622059,621766,,3,JEWELL LANE,PTARMIGAN ST,10438,Suburban,,,191.9642439
158384,A,113593,PTARMIGAN ST,EW,ST,Local,ROAD,0,5380,5300,5300 - 5380,R,621754,621766,,3,PROVIDENCE AVE,PROVIDENCE AVE,10439,Suburban,,,348.5771117
159057,A,113845,JEWELL LANE,NS,LANE,Local,ROAD,0,5313,5300,5300 - 5313,L,622059,622061,,3,PROVIDENCE AVE,MCCARREN AVE,10441,Suburban,,,94.98535586
158396,A,113593,PTARMIGAN ST,NS,ST,Local,ROAD,0,5400,5381,5381 - 5400,R,621766,621778,,3,PROVIDENCE AVE,MCCARREN AVE,10442,Suburban,,,94.01157301
157521,A,113314,CONNALY LANE,NS,LANE,Local,ROAD,0,5385,5350,5350 - 5385,R,621335,621350,,3,PROVIDENCE AVE,MCCARREN AVE,10443,Suburban,,,94.05155467
157558,A,112538,MCCARREN AVE,EW,AVE,Local,ROAD,0,365,355,355 - 365,R,621350,621374,,2,CONNALY LANE,TRILLIUM LANE,10444,Suburban,,,91.36228373
158408,A,112538,MCCARREN AVE,EW,AVE,Local,ROAD,0,354,345,345 - 354,R,621778,621350,,2,PTARMIGAN ST,CONNALY LANE,10445,Suburban,,,106.216719
122794,A,100418,ASPEN RD,EW,RD,Local,ROAD,0,400,300,300 - 400,L,618113,999991,,3,LAKESHORE RD,EAST END OF ROAD,10446,Rural,,,60.53879149
122806,A,104253,GROUSE AVE,EW,AVE,Local,ROAD,0,5321,5320,5320 - 5321,L,618202,618214,,2,STELLAR DR,SANDPIPER ST,10448,Suburban,,,95.01093992
122820,A,109898,STELLAR DR,EW,DR,Collector,ROAD,0,460,321,321 - 460,R,618202,618176,,2,GROUSE AVE,OKAVIEW RD,10449,Suburban,,,876.3190835
122844,A,109165,SANDPIPER ST,NS,ST,Local,ROAD,0,355,314,314 - 355,R,618214,618226,,2,GROUSE AVE,THRASHER AVE,10450,Suburban,,,125.202306
122869,A,108579,RAVEN DR,NS,DR,Local,ROAD,0,350,321,321 - 350,R,620244,618238,,2,PHOEBE CT,THRASHER AVE,10451,Suburban,,,111.9358569
154664,A,112476,PHOEBE CT,EW,CT,Local,ROAD,0,350,300,300 - 350,R,620244,999993,,3,RAVEN DR,NORTH END OF ROAD,10452,Suburban,,,113.7167483
158372,A,112235,PROVIDENCE AVE,EW,AVE,Local,ROAD,0,349,346,346 - 349,R,621766,621347,,3,PTARMIGAN ST,TULAMEEN RD,10453,Suburban,,,76.28907525
157519,A,112235,PROVIDENCE AVE,EW,AVE,Local,ROAD,0,354,350,350 - 354,R,621347,621335,,3,TULAMEEN RD,CONNALY LANE,10454,Suburban,,,29.92698572
157507,A,112235,PROVIDENCE AVE,EW,AVE,Local,ROAD,0,364,355,355 - 364,R,621335,621362,,3,CONNALY LANE,TRILLIUM LANE,10455,Suburban,,,63.61236535
157495,A,112235,PROVIDENCE AVE,EW,AVE,Local,ROAD,0,389,365,365 - 389,R,621362,620877,,3,TRILLIUM LANE,WINSLOW ST,10456,Suburban,,,90.54364395
157533,A,113302,TRILLIUM LANE,EW,LANE,Local,ROAD,0,5375,5350,5350 - 5375,,621362,621374,,3,PROVIDENCE AVE,MCCARREN AVE,10457,Suburban,,,97.60675146
154880,A,112565,TULAMEEN RD,NS,RD,Local,ROAD,0,440,399,399 - 440,R,999992,620319,,3,SOUTH END OF ROAD,PROVIDENCE AVE,10458,Suburban,,,364.752595
155616,A,112538,MCCARREN AVE,NS,AVE,Local,ROAD,0,399,380,380 - 399,R,620865,620321,,2,WINSLOW ST,TIMBLE LANE,10459,Suburban,,,125.9102162
156606,A,112918,WINSLOW ST,EW,ST,Local,ROAD,0,5355,5325,5325 - 5355,R,620877,620865,,3,PROVIDENCE AVE,MCCARREN AVE,10460,Suburban,,,94.30482405
157545,A,112538,MCCARREN AVE,NS,AVE,Local,ROAD,0,379,366,366 - 379,R,621374,620865,,2,TRILLIUM LANE,WINSLOW ST,10461,Suburban,,,90.50220015
122883,A,110433,THRASHER AVE,NS,AVE,Local,ROAD,0,5449,5400,5400 - 5449,R,618238,618226,,2,RAVEN DR,SANDPIPER ST,10463,Suburban,,,66.65478403
122919,A,109165,SANDPIPER ST,EW,ST,Local,ROAD,0,400,356,356 - 400,R,618226,999993,,3,THRASHER AVE,NORTH END OF ROAD,10464,Suburban,,,91.10309201
122907,A,108579,RAVEN DR,EW,DR,Local,ROAD,0,400,351,351 - 400,R,618238,621412,,2,THRASHER AVE,QUILCHENA DR,10465,Suburban,,,152.7544478
155630,A,112247,QUILCHENA DR,EW,DR,Collector,ROAD,0,380,350,350 - 380,R,621412,620535,,2,RAVEN DR,QUILCHENA CR,10466,Suburban,Local,,345.8118613
153712,A,112235,PROVIDENCE AVE,NS,AVE,Local,ROAD,0,418,400,400 - 418,R,620319,619875,,2,TULAMEEN RD,ALLENBY LANE,10467,Core Area,,,135.5414973
155438,A,112235,PROVIDENCE AVE,NS,AVE,Local,ROAD,0,399,390,390 - 399,R,620877,620319,,3,WINSLOW ST,TULAMEEN RD,10468,Suburban,,,101.3849192
154815,A,112553,TIMBLE LANE,EW,LANE,Local,ROAD,0,5315,5200,5200 - 5315,L,620319,620321,,2,PROVIDENCE AVE,MCCARREN AVE,10469,Core Area,,,95.09022512
154955,A,112538,MCCARREN AVE,NS,AVE,Local,ROAD,0,407,400,400 - 407,R,620321,620384,,3,TIMBLE LANE,MAIN ST,10470,Core Area,,,62.80462831
154979,A,112591,MAIN ST,EW,ST,Collector,ROAD,0,5315,5300,5300 - 5315,R,620384,620853,,3,MCCARREN AVE,CHUTE LAKE RD,10471,Core Area,,,107.7885808
154967,A,112538,MCCARREN AVE,NS,AVE,Collector,ROAD,0,414,408,408 - 414,R,620384,620295,,3,MAIN ST,ALLENBY LANE,10472,Core Area,,,59.53946489
158004,A,102069,CHUTE LAKE RD,NS,RD,Minor Arterial,ROAD,0,5328,5300,5300 - 5328,R,620853,619851,,1,MAIN ST,QUILCHENA DR,10473,Core Area,Local,,132.5090128
153674,A,113579,HEDEMAN CT,NS,CT,Collector,ROAD,0,5319,5299,5299 - 5319,R,618303,619851,,3,TRUMPETER RD,CHUTE LAKE RD,10474,Hillside,,,122.0385167
122945,A,110635,TRUMPETER RD,EW,RD,Collector,ROAD,0,467,420,420 - 467,R,618303,622806,,3,HEDEMAN CT,TRUMPETER CT,10475,Hillside,,,365.5100694
153736,A,112250,ALLENBY LANE,EW,LANE,Local,ROAD,0,5300,5270,5270 - 5300,R,619875,620295,,3,THALIA ST,MCCARREN AVE,10476,Core Area,,,94.89652053
154738,A,112526,THALIA ST,NS,ST,Local,ROAD,0,5270,5240,5240 - 5270,L,620271,619875,,2,QUILCHENA DR,ALLENBY LANE,10477,Suburban,,,145.2605967
153724,A,112235,PROVIDENCE AVE,EW,AVE,Local,ROAD,0,437,419,419 - 437,R,619875,619863,,3,ALLENBY LANE,QUILCHENA DR,10478,Core Area,,,204.886143
154740,A,112538,MCCARREN AVE,EW,AVE,Collector,ROAD,0,440,415,415 - 440,R,620295,620283,,3,ALLENBY LANE,QUILCHENA DR,10479,Core Area,,,137.0064183
154753,A,112247,QUILCHENA DR,NS,DR,Collector,ROAD,0,453,445,445 - 453,R,619863,620283,,2,PROVIDENCE AVE,MCCARREN AVE,10480,Core Area,Local,,107.1546997
153686,A,102069,CHUTE LAKE RD,EW,RD,Minor Arterial,ROAD,0,5299,5275,5275 - 5299,R,619851,618327,,1,QUILCHENA DR,LARK ST,10481,Suburban,Local,,165.9505237
154765,A,112247,QUILCHENA DR,NS,DR,Collector,ROAD,0,600,455,455 - 600,R,620283,619851,,2,MCCARREN AVE,CHUTE LAKE RD,10482,Core Area,Local,,66.26917097
122958,A,105852,LARK ST,NS,ST,Collector,ROAD,0,5245,5225,5225 - 5245,R,618327,618339,,2,CHUTE LAKE RD,WREN PL,10483,Suburban,,,109.1147542
157596,A,112831,COBBLE CR,NS,CR,Local,ROAD,0,5275,5200,5200 - 5275,L,621398,999991,,3,COBBLE CT,EAST END OF ROAD,10487,Hillside,,,510.2165793
157812,A,113439,BENMORE CT,NS,CT,Local,ROAD,0,5260,5200,5200 - 5260,R,999992,621525,,3,SOUTH END OF ROAD,BENMORE PL,10488,Hillside,,,157.3081185
158701,A,112793,SOUTH RIDGE DR,NS,DR,Collector,ROAD,0,5300,5230,5230 - 5300,R,999992,621929,,3,SOUTH END OF ROAD,DOUGHERTY AVE,10489,Hillside,,,77.30075404
158699,A,113706,BURNELL CT,NS,CT,Local,ROAD,0,5275,5200,5200 - 5275,R,999992,621917,,3,SOUTH END OF ROAD,DOUGHERTY AVE,10490,Hillside,,,129.6812766
153369,A,112173,RENWICK CT,NS,CT,Local,ROAD,0,349,300,300 - 349,L,619723,999992,,3,LAKESHORE RD,SOUTH END OF ROAD,10492,Hillside,,,117.317076
158358,A,107615,OKAVIEW RD,EW,RD,Local,ROAD,0,392,370,370 - 392,R,621741,618176,,2,UPLANDS DR,STELLAR DR,10494,Hillside,,,342.0904051
155628,A,112247,QUILCHENA DR,EW,DR,Collector,ROAD,0,410,381,381 - 410,R,620535,620547,,2,QUILCHENA CR,QUILCHENA CR,10495,Suburban,Local,,108.9829863
155642,A,112716,QUILCHENA CR,EW,CR,Local,ROAD,0,410,382,382 - 410,R,620535,620547,,3,QUILCHENA DR,QUILCHENA DR,10496,Suburban,,,183.0004403
154854,A,112247,QUILCHENA DR,EW,DR,Collector,ROAD,0,420,411,411 - 420,R,620547,620271,,2,QUILCHENA CR,THALIA ST,10497,Suburban,Local,,111.9928864
153698,A,112247,QUILCHENA DR,EW,DR,Collector,ROAD,0,444,421,421 - 444,R,620271,619863,,2,THALIA ST,PROVIDENCE AVE,10498,Suburban,Local,,279.7477397
123024,A,111486,WREN PL,EW,PL,Local,ROAD,0,525,500,500 - 525,R,618339,999991,,3,LARK ST,EAST END OF ROAD,10499,Suburban,,,55.54322217
123012,A,105852,LARK ST,NS,ST,Collector,ROAD,0,5224,5165,5165 - 5224,R,618339,618341,,2,WREN PL,CURLEW DR,10500,Suburban,,,176.3983919
114975,A,109850,STANLEY CR,EW,CR,Local,ROAD,0,513,480,480 - 513,R,618354,618378,,2,CHUTE LAKE CR,SHEILA CR,10502,Suburban,,,301.801331
156315,A,112831,COBBLE CR,NS,CR,Local,ROAD,0,5199,5150,5150 - 5199,L,620737,621398,,3,SOUTH CREST DR,COBBLE CT,10503,Hillside,,,257.0082442
157584,A,113326,COBBLE CT,NS,CT,Local,ROAD,0,5213,5175,5175 - 5213,R,621398,999993,,3,COBBLE CR,NORTH END OF ROAD,10504,Hillside,,,114.9848818
157824,A,113441,BENMORE PL,EW,PL,Local,ROAD,0,605,600,600 - 605,R,999990,621525,,3,WEST END OF ROAD,BENMORE CT,10505,Hillside,,,23.60138131
157800,A,113441,BENMORE PL,EW,PL,Local,ROAD,0,650,606,606 - 650,R,621525,621513,,3,BENMORE CT,SOUTH RIDGE DR,10506,Hillside,,,166.1487836
157798,A,112793,SOUTH RIDGE DR,NS,DR,Collector,ROAD,0,5229,5170,5170 - 5229,R,621929,621513,,2,DOUGHERTY AVE,BENMORE PL,10507,Hillside,,,204.9714428
158713,A,113682,DOUGHERTY AVE,EW,AVE,Collector,ROAD,0,640,625,625 - 640,R,621929,621917,,2,SOUTH RIDGE DR,BURNELL CT,10508,Hillside,,,83.44479872
158725,A,113682,DOUGHERTY AVE,EW,AVE,Collector,ROAD,0,675,641,641 - 675,R,621917,621931,,2,BURNELL CT,KUIPERS CR,10509,Hillside,,,129.6563065
158737,A,113694,KUIPERS CR,NS,CR,Collector,ROAD,0,715,671,671 - 715,R,621931,622527,,2,DOUGHERTY AVE,CROZIER AVE,10510,Hillside,,,217.3294508
154447,A,105763,LAKESHORE RD,EW,RD,Minor Arterial,ROAD,0,5199,5155,5155 - 5199,R,619723,620170,,1,RENWICK CT,CEDAR CREEK CT,10511,Suburban,,,188.2808272
154409,A,112425,CEDAR CREEK CT,NS,CT,Local,ROAD,0,5155,5100,5100 - 5155,L,620170,999990,,3,LAKESHORE RD,WEST END OF ROAD,10512,Hillside,,,158.1783802
154450,A,105763,LAKESHORE RD,EW,RD,Minor Arterial,ROAD,0,5154,5130,5130 - 5154,R,620170,618125,,1,CEDAR CREEK CT,BRAELOCH RD,10513,Suburban,,,216.8888647
152468,A,111981,VIEWCREST CT,NS,CT,Local,ROAD,0,399,350,350 - 399,R,999990,618265,,3,WEST END OF ROAD,VIEWCREST RD,10514,Hillside,,,316.7314564
123087,A,107615,OKAVIEW RD,EW,RD,Collector,ROAD,0,431,393,393 - 431,R,618176,618253,,2,STELLAR DR,ASH RD,10515,Suburban,,,436.3643738
122996,A,102487,CURLEW DR,EW,DR,Local,ROAD,0,499,400,400 - 499,R,618416,618341,,3,CURLEW CT,LARK ST,10516,Suburban,,,1275.937328
123036,A,105852,LARK ST,NS,ST,Collector,ROAD,0,5164,5136,5136 - 5164,R,618341,618416,,2,CURLEW DR,CURLEW CT,10517,Suburban,,,112.2274558
114987,A,102487,CURLEW DR,EW,DR,Local,ROAD,0,570,500,500 - 570,R,618341,618366,,3,LARK ST,CHUTE LAKE CR,10518,Suburban,,,476.6299283
154512,A,112452,CHUTE LAKE CR,NS,CR,Local,ROAD,0,5149,5090,5090 - 5149,R,618366,618380,,2,SHEILA CR,WEISS CT,10519,Suburban,,,150.3124605
114999,A,109393,SHEILA CR,EW,CR,Local,ROAD,0,500,480,480 - 500,R,618366,618378,,2,CHUTE LAKE CR,STANLEY CR,10520,Suburban,,,168.0146376
115028,A,109850,STANLEY CR,NS,CR,Local,ROAD,0,530,514,514 - 530,R,618378,999993,,3,SHEILA CR,NORTH END OF ROAD,10521,Suburban,,,86.05848515
156341,A,112805,SOUTH CREST DR,EW,DR,Collector,ROAD,0,509,500,500 - 509,R,620725,620737,,2,CHUTE LAKE RD,COBBLE CR,10523,Hillside,,,143.9724585
164273,A,113961,QUARTZ CR,EW,CR,Local,ROAD,0,550,518,518 - 550,R,624192,622224,,3,HAWES CT,SOUTH CREST DR,10525,Hillside,,,280.2014225
156772,A,112793,SOUTH RIDGE DR,NS,DR,Collector,ROAD,0,5169,5096,5096 - 5169,R,621513,621006,,2,BENMORE PL,CANTINA CT,10526,Hillside,,,236.6685786
154411,A,112437,LUCKETT CT,NS,CT,Local,ROAD,0,5150,5100,5100 - 5150,R,620182,999992,,3,BRAELOCH RD,SOUTH END OF ROAD,10527,Hillside,,,99.31710463
152443,A,110736,UPLANDS DR,NS,DR,Local,ROAD,0,321,300,300 - 321,L,618164,619242,,2,LAKESHORE RD,UPLANDS CT,10528,Hillside,,,187.3031653
148926,A,105763,LAKESHORE RD,EW,RD,Minor Arterial,ROAD,0,5129,5100,5100 - 5129,R,618125,618164,,1,BRAELOCH RD,UPLANDS DR,10529,Suburban,,,184.4481074
152456,A,111979,UPLANDS CT,EW,CT,Local,ROAD,0,400,370,370 - 400,R,619242,999991,,2,UPLANDS DR,EAST END OF ROAD,10530,Hillside,,,231.4437122
123063,A,101232,BRAELOCH RD,NS,RD,Local,ROAD,0,359,350,350 - 359,R,618125,618137,,2,LAKESHORE RD,BRAELOCH RD N,10531,Hillside,,,82.57786572
148940,A,110890,VIEWCREST RD,NS,RD,Collector,ROAD,0,414,401,401 - 414,R,618265,618289,,2,VIEWCREST CT,EDGEMONT CT,10532,Hillside,,,273.169563
148938,A,110890,VIEWCREST RD,EW,RD,Collector,ROAD,0,449,415,415 - 449,L,618240,618265,,2,ASH RD,VIEWCREST CT,10533,Hillside,,,427.2194947
115042,A,102475,CURLEW CT,EW,CT,Local,ROAD,0,580,350,350 - 580,L,618416,999991,,3,LARK ST,EAST END OF ROAD,10534,Suburban,,,200.5038027
123101,A,105852,LARK ST,NS,ST,Collector,ROAD,0,5135,4058,4058 - 5135,R,618416,618428,,2,CURLEW CT,OKAVIEW RD,10535,Suburban,,,135.4451029
154524,A,112452,CHUTE LAKE CR,NS,CR,Local,ROAD,0,5089,5051,5051 - 5089,R,618380,618392,,2,WEISS CT,OKAVIEW RD,10536,Suburban,,,219.457057
115093,A,111144,WEISS CT,NS,CT,Local,ROAD,0,5090,5070,5070 - 5090,R,618380,999993,,3,CHUTE LAKE CR,NORTH END OF ROAD,10537,Suburban,,,96.54124907
159412,A,112805,SOUTH CREST DR,EW,DR,Collector,ROAD,0,550,547,547 - 550,R,622224,620749,,2,QUARTZ CR,KILLDEER RD,10538,Hillside,,,102.6169772
157964,A,112805,SOUTH CREST DR,EW,DR,Collector,ROAD,0,564,551,551 - 564,R,999990,621588,,3,WEST END OF ROAD,HORN CT,10540,Hillside,,,54.12841373
157952,A,112805,SOUTH CREST DR,EW,DR,Collector,ROAD,0,585,565,565 - 585,R,621588,621311,,2,HORN CT,ARROWLEAF LANE,10541,Hillside,,,102.842658
157469,A,113290,ARROWLEAF LANE,NS,LANE,Local,ROAD,0,700,590,590 - 700,R,621311,621309,,3,SOUTH CREST DR,SOUTH CREST DR,10542,Hillside,,,367.8918744
157976,A,113504,HORN CT,NS,CT,Local,ROAD,0,5149,5100,5100 - 5149,R,621588,999993,,3,SOUTH CREST DR,NORTH END OF ROAD,10543,Hillside,,,43.19538536
157457,A,112805,SOUTH CREST DR,NS,DR,Collector,ROAD,0,675,586,586 - 675,R,621311,621309,,2,ARROWLEAF LANE,ARROWLEAF LANE,10544,Hillside,,,370.1660702
156240,A,112793,SOUTH RIDGE DR,NS,DR,Collector,ROAD,0,5095,5025,5025 - 5095,R,621006,620713,,2,CANTINA CT,SOUTH CREST DR,10545,Hillside,,,265.940153
156760,A,113023,CANTINA CT,EW,CT,Local,ROAD,0,799,650,650 - 799,R,621006,999991,,2,SOUTH RIDGE DR,EAST END OF ROAD,10546,Hillside,,,402.0651077
154435,A,101232,BRAELOCH RD,NS,RD,Local,ROAD,0,369,366,366 - 369,R,620182,618149,,2,LUCKETT CT,BRAELOCH RD,10547,Hillside,,,118.235075
154423,A,101232,BRAELOCH RD,EW,RD,Local,ROAD,0,365,360,360 - 365,R,618137,620182,,2,BRAELOCH RD N,LUCKETT CT,10548,Hillside,,,85.55280511
123149,A,101232,BRAELOCH RD,EW,RD,Local,ROAD,0,385,370,370 - 385,R,999990,618149,,2,WEST END OF ROAD,BRAELOCH RD,10549,Hillside,,,108.2425047
148989,A,101232,BRAELOCH RD,EW,RD,Local,ROAD,0,400,386,386 - 400,R,618152,999987,,2,BRAELOCH RD,OKANAGAN LAKE,10550,Hillside,,,130.367757
149005,A,101244,BRAELOCH RD N,EW,RD,Local,ROAD,0,357,347,347 - 357,L,618137,999991,,3,BRAELOCH RD,EAST END OF ROAD,10551,Hillside,,,124.6249045
123152,A,105763,LAKESHORE RD,EW,RD,Minor Arterial,ROAD,0,5099,5000,5000 - 5099,R,618164,618291,,1,UPLANDS DR,VIEWCREST RD,10552,Suburban,,,519.4016668
149017,A,100382,ASH RD,NS,RD,Collector,ROAD,0,5090,5085,5085 - 5090,R,618253,618240,,2,OKAVIEW RD,VIEWCREST RD,10553,Hillside,,,91.92312379
149031,A,110890,VIEWCREST RD,EW,RD,Local,ROAD,0,460,450,450 - 460,L,999991,618240,,3,EAST END OF ROAD,ASH RD,10554,Hillside,,,52.89901601
148965,A,107615,OKAVIEW RD,EW,RD,Collector,ROAD,0,458,432,432 - 458,R,618253,618428,,2,ASH RD,LARK ST,10555,Suburban,,,429.3106092
158903,A,113795,TREADGOLD CT,NS,CT,Local,ROAD,0,5075,5010,5010 - 5075,R,999990,621994,,3,WEST END OF ROAD,GOWEN PL,10557,Hillside,,,175.668636
149056,A,110890,VIEWCREST RD,NS,RD,Collector,ROAD,0,402,350,350 - 402,R,618289,618291,,2,EDGEMONT CT,LAKESHORE RD,10558,Hillside,,,329.1073493
123188,A,103085,EDGEMONT CT,EW,CT,Local,ROAD,0,450,400,400 - 450,R,618289,999991,,3,VIEWCREST RD,EAST END OF ROAD,10559,Hillside,,,269.7787981
154536,A,112452,CHUTE LAKE CR,EW,CR,Collector,ROAD,0,5050,5000,5000 - 5050,R,618392,620206,,2,OKAVIEW RD,CHUTE LAKE RD,10560,Suburban,,,179.4625027
151403,A,103642,FROST RD,EW,RD,Local,ROAD,0,5055,4890,4890 - 5055,L,617919,999992,,2,CHUTE LAKE RD,SOUTH END OF ROAD,10561,Rural,,,736.3723187
154551,A,102069,CHUTE LAKE RD,NS,RD,Major Arterial,ROAD,0,5014,4960,4960 - 5014,R,620206,617919,2,1,CHUTE LAKE CR,FROST RD,10562,Rural,Local,,85.62354451
158891,A,113783,GOWEN PL,EW,PL,Local,ROAD,0,599,500,500 - 599,R,999990,621994,,3,WEST END OF ROAD,TREADGOLD CT,10564,Hillside,,,206.2956595
158915,A,113795,TREADGOLD CT,NS,CT,Local,ROAD,0,5009,5000,5000 - 5009,R,621994,622008,,3,GOWEN PL,FROST RD,10565,Hillside,,,52.48650803
158939,A,103642,FROST RD,EW,RD,Minor Arterial,ROAD,0,570,560,560 - 570,R,622008,617921,,3,TREADGOLD CT,KILLDEER RD,10566,Suburban,,,125.8423041
159160,A,112793,SOUTH RIDGE DR,NS,DR,Collector,ROAD,0,4999,4950,4950 - 4999,R,620701,622135,,2,FROST RD,DEVONIAN AVE,10568,Hillside,Local,,167.5654125
156277,A,112805,SOUTH CREST DR,EW,DR,Local,ROAD,0,900,700,700 - 900,R,620713,999991,,2,SOUTH RIDGE DR,EAST END OF ROAD,10569,Hillside,,,427.8083804
156253,A,112793,SOUTH RIDGE DR,NS,DR,Collector,ROAD,0,5024,5000,5000 - 5024,R,620713,620701,,2,SOUTH CREST DR,FROST RD,10570,Hillside,,,79.95035286
156265,A,112805,SOUTH CREST DR,EW,DR,Collector,ROAD,0,699,676,676 - 699,R,621309,620713,,2,ARROWLEAF LANE,SOUTH RIDGE DR,10572,Hillside,,,50.10322751
149068,A,108922,ROEPEL RD,EW,RD,Local,ROAD,0,440,405,405 - 440,R,999990,618291,,3,WEST END OF ROAD,LAKESHORE RD,10574,Hillside,,,94.074919
123190,A,105763,LAKESHORE RD,EW,RD,Minor Arterial,ROAD,0,4999,4880,4880 - 4999,R,618291,617933,,1,VIEWCREST RD,AVERY RD,10575,Rural,,,677.3965886
158194,A,113050,ARBOR VIEW DR,EW,DR,Local,ROAD,0,695,550,550 - 695,R,622200,621640,,3,DEVONIAN AVE,ALMANDINE CT,10577,Hillside,,,427.2442855
159347,A,113872,DEVONIAN AVE,EW,AVE,Local,ROAD,0,605,600,600 - 605,R,999990,622200,,3,WEST END OF ROAD,ARBOR VIEW DR,10578,Hillside,,,39.39017111
159350,A,113872,DEVONIAN AVE,EW,AVE,Local,ROAD,0,664,606,606 - 664,R,622200,622147,,3,ARBOR VIEW DR,ALBERS ST,10579,Hillside,,,172.1791658
159196,A,113884,ALBERS ST,NS,ST,Local,ROAD,0,4974,4950,4950 - 4974,R,622388,622147,,3,PERIDOT PL,DEVONIAN AVE,10580,Hillside,,,102.2064544
159184,A,113872,DEVONIAN AVE,EW,AVE,Local,ROAD,0,700,665,665 - 700,R,622147,622135,,3,ALBERS ST,SOUTH RIDGE DR,10581,Hillside,,,191.9263337
159172,A,112793,SOUTH RIDGE DR,NS,DR,Collector,ROAD,0,4949,4900,4900 - 4949,R,622135,621032,,2,DEVONIAN AVE,ARBOR VIEW DR,10582,Hillside,Local,,123.355574
159246,A,113062,WINDSONG CR,EW,CR,Local,ROAD,0,5100,4900,4900 - 5100,R,621044,621780,,3,ARBOR VIEW DR,ARBOR VIEW DR,10583,Hillside,,,764.4238699
152518,A,111637,CANYON FALLS CT,NS,CT,Local,ROAD,0,1861,1842,1842 - 1861,R,999991,619281,,3,EAST END OF ROAD,CANYON RIDGE CR,10584,Suburban,,,119.7587911
149070,A,100495,AVERY RD,NS,RD,Local,ROAD,0,460,439,439 - 460,L,999991,617933,,2,EAST END OF ROAD,LAKESHORE RD,10585,Rural,,,194.6060852
157836,A,113454,ALMANDINE CT,EW,CT,Local,ROAD,0,699,600,600 - 699,R,999990,621640,,3,WEST END OF ROAD,ARBOR VIEW DR,10586,Hillside,,,361.2736958
