road_id,status,roadmst_id,roadmst_name,directional_tendency,road_name_type,road_class,road_type,one_way_dir,high_address,low_address,address_range,odd_side,from_roadint_id,to_roadint_id,truck_route,snow_removal,from_roadint_name,to_roadint_name,OBJECTID,land_use,transit_class,implementation_class,SHAPESTLength
133862,A,107755,PACKERS RD,EW,RD,Collector,ROAD,0,2437,2410,2410 - 2437,R,611676,611688,,2,HALL RD,O'REILLY RD,11346,Suburban,,,88.17297031
133900,A,107755,PACKERS RD,EW,RD,Collector,ROAD,0,2490,2438,2438 - 2490,R,611688,611613,,3,O'REILLY RD,PACKERS CT,11347,Suburban,,,109.0304109
133850,A,104315,HALL RD,NS,RD,Collector,ROAD,0,3366,3354,3354 - 3366,R,611740,611676,,2,JAMES RD,PACKERS RD,11348,Suburban,,,58.33899664
133886,A,107589,O'REILLY RD,NS,RD,Local,ROAD,0,2514,2400,2400 - 2514,R,611688,611601,,2,PACKERS RD,O'REILLY CT,11349,Suburban,,,341.3819558
109431,A,107755,PACKERS RD,NS,RD,Collector,ROAD,0,2600,2491,2491 - 2600,R,611613,611599,,3,PACKERS CT,BEWLAY RD,11350,Suburban,,,295.3617759
109544,A,107742,PACKERS CT,NS,CT,Local,ROAD,0,3355,3310,3310 - 3355,R,611613,999993,,3,PACKERS RD,NORTH END OF ROAD,11351,Suburban,,,114.452508
133912,A,107464,NEID RD,NS,RD,Local,ROAD,0,3395,3330,3330 - 3395,R,999992,611587,,3,SOUTH END OF ROAD,BEWLAY RD,11352,Rural,,,284.4912073
158143,A,113567,KLOPPENBURG CT,EW,CT,Local,ROAD,0,2004,1897,1897 - 2004,R,999992,621677,,3,SOUTH END OF ROAD,KLOPPENBURG RD,11354,Hillside,,,241.11517
100329,A,105609,KLOPPENBURG RD,EW,RD,Collector,ROAD,0,1791,1651,1651 - 1791,R,621689,612351,,3,LOSETH RD,LYNRICK RD,11355,Hillside,,,278.4226279
100331,A,106841,MCMEEKEN RD,EW,RD,Local,ROAD,0,1849,1800,1800 - 1849,R,612300,999991,,3,LYNRICK RD,EAST END OF ROAD,11356,Hillside,,,48.56007119
123505,A,106334,LYNRICK RD,NS,RD,Collector,ROAD,0,1944,1900,1900 - 1944,R,612351,612300,,2,KLOPPENBURG RD,MCMEEKEN RD,11357,Hillside,Local,,56.2368187
140816,A,100002,ABBOTT ST,NS,ST,Collector,ROAD,0,3099,3030,3030 - 3099,R,610332,610320,,3,MEIKLE AVE,NEWSOM AVE,11359,Urban Centre,,City-led Project (Within 20 Years),131.8775663
140715,A,106904,MEIKLE AVE,EW,AVE,Collector,ROAD,0,399,332,332 - 399,R,610369,610371,,3,WALNUT ST,MEIKLE AVE,11360,Urban Centre,,City-led Project (Within 20 Years),63.80648031
140792,A,111029,WALNUT ST,NS,ST,Local,ROAD,0,3099,3090,3090 - 3099,R,610369,999993,,3,MEIKLE AVE,NORTH END OF ROAD,11362,Urban Centre,,,78.31382341
118644,A,106904,MEIKLE AVE,NS,AVE,Collector,ROAD,0,3099,3050,3050 - 3099,R,610371,610332,,3,MEIKLE AVE,ABBOTT ST,11363,Urban Centre,,City-led Project (Within 20 Years),107.4500983
140739,A,106904,MEIKLE AVE,EW,AVE,Local,ROAD,0,434,400,400 - 434,R,610371,999991,,3,MEIKLE AVE,EAST END OF ROAD,11364,Urban Centre,,,88.99588252
140830,A,101865,CEDAR AVE,EW,AVE,Collector,ROAD,0,499,400,400 - 499,R,610332,610205,,2,ABBOTT ST,PANDOSY ST,11365,Urban Centre,,City-led Project (Beyond 20 Years),163.6033093
118683,A,110698,TUTT ST,NS,ST,Collector,ROAD,0,3054,3000,3000 - 3054,R,610383,610395,,2,KLO RD,GROVES AVE,11366,Urban Centre,,,149.2118366
118707,A,105597,KLO RD,EW,RD,Minor Arterial,ROAD,0,699,600,600 - 699,R,610383,610686,2,1,TUTT ST,RICHTER ST,11367,Urban Centre,Frequent,City-led Project (Beyond 20 Years),108.1138787
140867,A,105597,KLO RD,EW,RD,Minor Arterial,ROAD,0,599,500,500 - 599,R,610205,610383,2,1,CEDAR AVE,TUTT ST,11368,Urban Centre,Frequent,City-led Project (Beyond 20 Years),108.7025641
140879,A,107805,PANDOSY ST,NS,ST,Minor Arterial,ROAD,0,3099,3000,3000 - 3099,R,610205,610193,,1,CEDAR AVE,GROVES AVE,11369,Urban Centre,Frequent,,147.2726241
118695,A,105597,KLO RD,EW,RD,Major Arterial (Multilane),ROAD,0,759,700,700 - 759,R,610686,610849,2,1,RICHTER ST,CONLIN CT,11370,Urban Centre,Frequent,City-led Project (Beyond 20 Years),120.7060242
140893,A,108783,RICHTER ST,NS,ST,Major Arterial,ROAD,0,3000,2855,2855 - 3000,R,610686,610852,,2,KLO RD,COOPLAND CR,11371,Urban Centre,Future Frequent,City-led Project (Within 20 Years),198.2481986
118719,A,102196,CONLIN CT,NS,CT,Local,ROAD,0,2999,2650,2650 - 2999,R,610849,999993,,3,KLO RD,NORTH END OF ROAD,11372,Urban Centre,,,159.135799
109443,A,103465,FISHER RD,EW,RD,Local,ROAD,0,1949,1900,1900 - 1949,R,611334,611322,,3,BENVOULIN RD,BOYD RD,11373,Suburban,,,170.4542845
133924,A,103465,FISHER RD,EW,RD,Local,ROAD,0,2020,1950,1950 - 2020,R,611322,611409,,3,BOYD RD,COMO RD,11374,Suburban,,,145.2730765
109470,A,101220,BOYD RD,NS,RD,Local,ROAD,0,2850,2810,2810 - 2850,R,611322,999993,,3,FISHER RD,NORTH END OF ROAD,11375,Suburban,,,101.4373476
109328,A,108201,POLO RD,EW,RD,Local,ROAD,0,2050,2000,2000 - 2050,R,611373,999991,,3,COMO RD,EAST END OF ROAD,11376,Suburban,,,149.0365745
133936,A,103465,FISHER RD,EW,RD,Local,ROAD,0,2061,2021,2021 - 2061,R,611409,611397,,3,COMO RD,LEADER RD,11377,Suburban,,,258.1289905
109456,A,102172,COMO RD,NS,RD,Local,ROAD,0,2974,2875,2875 - 2974,R,611373,611409,,3,POLO RD,FISHER RD,11378,Suburban,,,119.7460074
109506,A,105940,LEADER RD,NS,RD,Local,ROAD,0,2874,2850,2850 - 2874,R,611397,999993,,3,FISHER RD,NORTH END OF ROAD,11379,Suburban,,,54.25628031
109518,A,103465,FISHER RD,EW,RD,Local,ROAD,0,2080,2062,2062 - 2080,R,611397,999991,,3,LEADER RD,EAST END OF ROAD,11380,Suburban,,,115.6709883
109532,A,107577,O'REILLY CT,NS,CT,Local,ROAD,0,3290,3260,3260 - 3290,R,999992,611601,,3,SOUTH END OF ROAD,O'REILLY RD,11381,Suburban,,,73.96398282
133987,A,101030,BEWLAY RD,EW,RD,Local,ROAD,0,2690,2640,2640 - 2690,R,611599,611587,,3,PACKERS RD,NEID RD,11382,Rural,,,354.4058857
134003,A,107464,NEID RD,EW,RD,Local,ROAD,0,3399,3396,3396 - 3399,R,611587,611690,,3,BEWLAY RD,EAST KELOWNA RD,11383,Rural,,,106.0390603
109660,A,103010,EAST KELOWNA RD,NS,RD,Minor Arterial,ROAD,0,2900,2780,2780 - 2900,R,611690,611726,,2,NEID RD,DUNSTER RD,11384,Rural,,,599.9866247
126173,A,103010,EAST KELOWNA RD,EW,RD,Minor Arterial,ROAD,0,4000,3583,3583 - 4000,L,611789,611892,,2,REID RD,HOLLYWOOD RD S,11385,Rural,,,1545.895695
158156,A,105609,KLOPPENBURG RD,EW,RD,Collector,ROAD,0,1619,1175,1175 - 1619,R,622287,621677,,3,GARNER RD,KLOPPENBURG CT,11386,See TMP Map B.1,,,783.6835466
158168,A,105609,KLOPPENBURG RD,EW,RD,Collector,ROAD,0,1650,1620,1620 - 1650,R,621677,621689,,3,KLOPPENBURG CT,LOSETH RD,11387,Hillside,,,71.01794636
123531,A,100483,AUTUMN RD,EW,RD,Local,ROAD,0,1691,1650,1650 - 1691,R,621691,612134,,3,LOSETH RD,FULMER RD,11388,Hillside,,,81.65449681
158182,A,106233,LOSETH RD,NS,RD,Minor Arterial,ROAD,0,1874,1800,1800 - 1874,R,621689,621691,,2,KLOPPENBURG RD,AUTUMN RD,11389,Core Area,Local,,111.3424233
100370,A,106334,LYNRICK RD,NS,RD,Collector,ROAD,0,1856,1743,1743 - 1856,R,612363,612122,,2,AUTUMN RD,FULMER RD,11390,Hillside,Local,,199.3017722
100356,A,100483,AUTUMN RD,EW,RD,Local,ROAD,0,1791,1692,1692 - 1791,R,612134,612363,,3,FULMER RD,LYNRICK RD,11391,Hillside,,,188.7431501
100343,A,103679,FULMER RD,NS,RD,Local,ROAD,0,1765,1676,1676 - 1765,R,612134,612122,,3,AUTUMN RD,LYNRICK RD,11392,Hillside,,,113.5176623
123543,A,106334,LYNRICK RD,NS,RD,Collector,ROAD,0,1899,1857,1857 - 1899,R,612300,612363,,2,MCMEEKEN RD,AUTUMN RD,11393,Hillside,Local,,53.48633837
100040,A,104669,HWY 33 E,EW,HWY,Highway,ROAD,0,2963,2910,2910 - 2963,R,612223,612197,3,MOH,BRENTWOOD RD,JOE RICHE RD,11395,Rural,,,804.3017256
140956,A,107526,NEWSOM AVE,EW,AVE,Local,ROAD,0,442,400,400 - 442,R,610320,999991,,3,ABBOTT ST,EAST END OF ROAD,11396,Urban Centre,,,105.5797251
140943,A,100002,ABBOTT ST,NS,ST,Collector,ROAD,0,3029,2982,2982 - 3029,R,610320,610318,,3,NEWSOM AVE,GROVES AVE,11397,Urban Centre,,City-led Project (Within 20 Years),74.29828215
140917,A,104265,GROVES AVE,EW,AVE,Local,ROAD,0,499,400,400 - 499,R,610318,610181,,2,ABBOTT ST,PANDOSY ST,11398,Urban Centre,,,242.4487021
140994,A,107805,PANDOSY ST,NS,ST,Minor Arterial,ROAD,0,2999,2970,2970 - 2999,R,610193,610181,,1,GROVES AVE,GROVES AVE,11399,Urban Centre,Frequent,,41.70600553
141109,A,107805,PANDOSY ST,NS,ST,Minor Arterial,ROAD,0,2969,2900,2900 - 2969,R,610181,610179,,1,GROVES AVE,WEST AVE,11400,Urban Centre,Frequent,,125.0443604
141008,A,104265,GROVES AVE,EW,AVE,Local,ROAD,0,560,500,500 - 560,R,610193,610395,,2,PANDOSY ST,TUTT ST,11401,Urban Centre,,,108.2743575
141010,A,110698,TUTT ST,NS,ST,Collector,ROAD,0,2999,2900,2900 - 2999,R,610395,610407,,2,GROVES AVE,WEST AVE,11402,Urban Centre,,,165.8129773
141123,A,108783,RICHTER ST,NS,ST,Major Arterial,ROAD,0,2854,2835,2835 - 2854,R,610852,610864,,2,COOPLAND CR,COOPLAND CR,11403,Urban Centre,Future Frequent,City-led Project (Within 20 Years),95.13549236
118733,A,102234,COOPLAND CR,EW,CR,Local,ROAD,0,799,700,700 - 799,R,610852,610864,,3,RICHTER ST,RICHTER ST,11404,Urban Centre,,,312.7755834
118745,A,101194,BOUVETTE ST,NS,ST,Local,ROAD,0,2916,2800,2800 - 2916,R,999992,610736,,3,SOUTH END OF ROAD,RAYMER AVE,11405,Core Area,,,159.2597512
134027,A,100988,BENVOULIN RD,NS,RD,Major Arterial (Multilane),ROAD,0,3048,2809,2809 - 3048,R,611334,611346,2,1,FISHER RD,MUNSON RD,11406,Rural,Future Frequent,City-led Project (Beyond 20 Years),205.442816
134039,A,104315,HALL RD,NS,RD,Collector,ROAD,0,3280,3242,3242 - 3280,R,611637,611575,,2,WILDWOOD RD,DUNSMUIR RD,11407,Suburban,,,161.1748481
134054,A,107589,O'REILLY RD,EW,RD,Local,ROAD,0,2574,2515,2515 - 2574,R,611601,611714,,2,O'REILLY CT,PACKERS RD,11408,Suburban,,,131.3567905
109595,A,107589,O'REILLY RD,NS,RD,Collector,ROAD,0,2621,2575,2575 - 2621,R,611714,611512,,2,PACKERS RD,DUNSMUIR RD,11409,Suburban,,,229.9314527
134078,A,107755,PACKERS RD,NS,RD,Collector,ROAD,0,2635,2601,2601 - 2635,R,611599,611714,,3,BEWLAY RD,O'REILLY RD,11410,Suburban,,,85.27734511
100394,A,100192,ALPINE AVE,EW,AVE,Local,ROAD,0,1455,1410,1410 - 1455,R,999990,612021,,3,WEST END OF ROAD,TRAUT RD,11413,Hillside,,,65.05934155
100382,A,100192,ALPINE AVE,EW,AVE,Local,ROAD,0,1499,1456,1456 - 1499,R,612021,999991,,3,TRAUT RD,EAST END OF ROAD,11414,Hillside,,,77.48794607
123568,A,110573,TRAUT RD,NS,RD,Local,ROAD,0,1768,1700,1700 - 1768,R,612021,612033,,2,ALPINE AVE,FOREST AVE,11415,Hillside,,,107.7757761
100507,A,106233,LOSETH RD,NS,RD,Minor Arterial,ROAD,0,1799,1684,1684 - 1799,R,621691,612108,,2,AUTUMN RD,LYNRICK RD,11416,Core Area,Local,,260.204762
100418,A,106334,LYNRICK RD,NS,RD,Collector,ROAD,0,1742,1634,1634 - 1742,R,612122,612108,,2,FULMER RD,LOSETH RD,11417,Core Area,Local,,338.6724725
100420,A,103743,GALLAGHER CT,EW,CT,Local,ROAD,0,1950,1900,1900 - 1950,R,999990,612247,,3,WEST END OF ROAD,GALLAGHER RD,11418,Core Area,,,96.91755706
123606,A,103756,GALLAGHER RD,NS,RD,Minor Arterial,ROAD,0,1755,1656,1656 - 1755,R,612247,612375,,2,GALLAGHER CT,JOE RICHE RD,11419,Core Area,,,77.21554665
161733,A,104669,HWY 33 E,EW,HWY,Highway,ROAD,0,2909,2000,2000 - 2909,R,612286,612223,3,MOH,BLACK MOUNTAIN DR,BRENTWOOD RD,11420,Rural,,,839.7989102
150817,A,100002,ABBOTT ST,NS,ST,Collector,ROAD,0,2981,2901,2901 - 2981,R,610318,610306,,3,GROVES AVE,WEST AVE,11421,Urban Centre,,City-led Project (Within 20 Years),127.7524805
141059,A,100002,ABBOTT ST,NS,ST,Collector,ROAD,0,2900,2788,2788 - 2900,R,610306,610294,,3,WEST AVE,WEST AVE,11422,Urban Centre,,City-led Project (Within 20 Years),48.30623633
118758,A,111195,WEST AVE,EW,AVE,Collector,ROAD,0,499,400,400 - 499,R,610306,610179,,2,ABBOTT ST,PANDOSY ST,11423,Urban Centre,,,256.2791095
141085,A,111195,WEST AVE,EW,AVE,Collector,ROAD,0,599,500,500 - 599,R,610179,610407,,2,PANDOSY ST,TUTT ST,11424,Urban Centre,,,109.0790037
141097,A,107805,PANDOSY ST,NS,ST,Minor Arterial,ROAD,0,2899,2800,2800 - 2899,R,610179,610167,,1,WEST AVE,RAYMER AVE,11425,Urban Centre,Frequent,,67.65030467
118861,A,110698,TUTT ST,NS,ST,Collector,ROAD,0,2899,2800,2800 - 2899,R,610407,610419,,2,WEST AVE,RAYMER AVE,11426,Urban Centre,,,67.03595807
141135,A,108783,RICHTER ST,NS,ST,Major Arterial,ROAD,0,2834,2800,2800 - 2834,R,610864,610674,,2,COOPLAND CR,RAYMER AVE,11427,Urban Centre,Future Frequent,City-led Project (Within 20 Years),97.51012876
141147,A,108593,RAYMER AVE,EW,AVE,Minor Arterial,ROAD,0,999,900,900 - 999,R,610926,610801,,2,ETHEL ST,MAPPIN CT,11428,Core Area,,City-led Project (Beyond 20 Years),331.2296948
118784,A,106474,MAPPIN CT,NS,CT,Local,ROAD,0,2699,2682,2682 - 2699,R,610801,610813,,3,RAYMER AVE,MAPPIN CT,11429,Core Area,,,66.59039436
141150,A,108593,RAYMER AVE,EW,AVE,Minor Arterial,ROAD,0,1099,1000,1000 - 1099,R,610801,610763,,2,MAPPIN CT,GOSNELL RD,11430,Core Area,,City-led Project (Beyond 20 Years),112.0507864
141186,A,108593,RAYMER AVE,EW,AVE,Minor Arterial,ROAD,0,1189,1100,1100 - 1189,R,610763,610736,,2,GOSNELL RD,BOUVETTE ST,11431,Core Area,,City-led Project (Beyond 20 Years),85.58764809
141162,A,108593,RAYMER AVE,EW,AVE,Minor Arterial,ROAD,0,1199,1190,1190 - 1199,R,610736,610700,,2,BOUVETTE ST,GORDON DR,11432,Core Area,,City-led Project (Beyond 20 Years),96.44060519
118796,A,104087,GOSNELL RD,NS,RD,Local,ROAD,0,2818,2800,2800 - 2818,R,610763,610799,,3,RAYMER AVE,QUESNEL RD,11433,Core Area,,,104.1555041
118834,A,108593,RAYMER AVE,EW,AVE,Strata,ROAD,0,1260,1200,1200 - 1260,R,610700,625233,,3,GORDON DR,MAPLE DR,11434,,,,148.988309
156505,A,104063,GORDON DR,NS,DR,Major Arterial (Multilane),ROAD,0,2799,2371,2371 - 2799,R,610700,611118,2,1,RAYMER AVE,CAMERON AVE,11435,Core Area,Frequent,,596.5238357
134080,A,107387,MUNSON RD,EW,RD,Local,ROAD,0,1950,1460,1460 - 1950,R,999990,611346,,3,WEST END OF ROAD,BENVOULIN RD,11436,Rural,,,695.6128807
134104,A,100988,BENVOULIN RD,NS,RD,Major Arterial (Multilane),ROAD,0,2808,2570,2570 - 2808,R,611346,611411,2,1,MUNSON RD,BEETLESTONE DR,11437,Rural,Future Frequent,City-led Project (Beyond 20 Years),457.2949952
109571,A,102956,DUNSMUIR RD,EW,RD,Local,ROAD,0,2601,2370,2370 - 2601,R,611575,611512,,3,HALL RD,O'REILLY RD,11438,Suburban,,,581.5831054
109684,A,104315,HALL RD,NS,RD,Collector,ROAD,0,3241,3190,3190 - 3241,R,611575,611563,,2,DUNSMUIR RD,MAQUINNA RD,11439,Suburban,,,391.7020249
109633,A,107589,O'REILLY RD,NS,RD,Collector,ROAD,0,2635,2622,2622 - 2635,R,611512,611498,,2,DUNSMUIR RD,ALBERTA CT,11440,Suburban,,,114.4043938
100483,A,110561,TRAUT CT,EW,CT,Local,ROAD,0,1663,1623,1623 - 1663,R,612045,999991,,3,TRAUT RD,EAST END OF ROAD,11447,Hillside,,,40.3738357
123669,A,110573,TRAUT RD,NS,RD,Local,ROAD,0,1639,1600,1600 - 1639,R,612045,612058,,2,TRAUT CT,HWY 33 E,11448,Hillside,,,123.8248074
123657,A,103554,FOREST AVE,EW,AVE,Local,ROAD,0,1499,1452,1452 - 1499,R,612033,999991,,3,TRAUT RD,EAST END OF ROAD,11449,Hillside,,,83.54673142
123632,A,110573,TRAUT RD,NS,RD,Local,ROAD,0,1699,1640,1640 - 1699,R,612033,612045,,2,FOREST AVE,TRAUT CT,11450,Hillside,,,97.26661888
123671,A,106233,LOSETH RD,NS,RD,Minor Arterial,ROAD,0,1683,1633,1633 - 1683,R,612108,612110,,2,LYNRICK RD,HWY 33 E,11451,Core Area,Local,,113.9140709
123707,A,105179,JOE RICHE RD,EW,RD,Local,ROAD,0,2197,2000,2000 - 2197,R,612375,999991,,3,GALLAGHER RD,EAST END OF ROAD,11453,Core Area,,,157.9748172
100519,A,103756,GALLAGHER RD,NS,RD,Minor Arterial,ROAD,0,1655,1650,1650 - 1655,R,612375,612286,,2,JOE RICHE RD,BLACK MOUNTAIN DR,11454,Core Area,,,111.0089521
123719,A,100863,BEGLEY RD,NS,RD,Collector,ROAD,0,1649,1423,1423 - 1649,R,623051,612387,,2,JOE RICHE RD,LUND RD,11455,Hillside,,,376.7552309
118859,A,111195,WEST AVE,EW,AVE,Local,ROAD,0,399,300,300 - 399,R,999987,610294,,3,OKANAGAN LAKE,ABBOTT ST,11456,Urban Centre,,,94.9472554
141248,A,100002,ABBOTT ST,NS,ST,Collector,ROAD,0,2699,2600,2600 - 2699,R,610421,610433,,3,OSPREY AVE,WARDLAW AVE,11457,Urban Centre,,City-led Project (Within 20 Years),167.7180312
141224,A,100002,ABBOTT ST,NS,ST,Collector,ROAD,0,2787,2700,2700 - 2787,R,610294,610421,,3,WEST AVE,OSPREY AVE,11458,Urban Centre,,City-led Project (Within 20 Years),89.86656297
141251,A,107692,OSPREY AVE,EW,AVE,Collector,ROAD,0,430,400,400 - 430,R,610421,610282,,3,ABBOTT ST,BATH ST,11459,Urban Centre,,,88.37508509
141301,A,107692,OSPREY AVE,EW,AVE,Collector,ROAD,0,459,431,431 - 459,R,610282,610270,,3,BATH ST,GORE ST,11460,Urban Centre,,,82.03240992
141325,A,107692,OSPREY AVE,EW,AVE,Collector,ROAD,0,499,460,460 - 499,R,610270,610142,,3,GORE ST,PANDOSY ST,11461,Urban Centre,,,87.2095022
141287,A,100762,BATH ST,NS,ST,Local,ROAD,0,2699,2600,2600 - 2699,R,610282,999993,,3,OSPREY AVE,NORTH END OF ROAD,11462,Urban Centre,,,123.5708665
141200,A,100762,BATH ST,NS,ST,Local,ROAD,0,2784,2700,2700 - 2784,R,999992,610282,,3,SOUTH END OF ROAD,OSPREY AVE,11463,Urban Centre,,,72.64447928
141299,A,104075,GORE ST,NS,ST,Local,ROAD,0,2699,2600,2600 - 2699,R,610270,999993,,3,OSPREY AVE,NORTH END OF ROAD,11464,Urban Centre,,,123.3546604
141388,A,107805,PANDOSY ST,NS,ST,Minor Arterial,ROAD,0,2699,2650,2650 - 2699,R,610142,610155,,1,OSPREY AVE,MCKAY AVE,11465,Urban Centre,Frequent,,71.08280677
141349,A,108593,RAYMER AVE,EW,AVE,Minor Arterial,ROAD,0,699,600,600 - 699,R,610419,610674,,2,TUTT ST,RICHTER ST,11466,Urban Centre,,City-led Project (Within 20 Years),107.0485452
165302,A,107692,OSPREY AVE,EW,AVE,Collector,ROAD,,575,500,500 - 575,R,610142,624558,,3,PANDOSY ST,MCKAY AVE,11467,Urban Centre,,,58.36878427
141376,A,108593,RAYMER AVE,EW,AVE,Minor Arterial,ROAD,0,599,500,500 - 599,R,610167,610419,,2,PANDOSY ST,TUTT ST,11468,Urban Centre,,City-led Project (Within 20 Years),109.4503485
141364,A,107805,PANDOSY ST,NS,ST,Minor Arterial,ROAD,0,2799,2700,2700 - 2799,R,610167,610142,,1,RAYMER AVE,OSPREY AVE,11469,Urban Centre,Frequent,,68.20034687
118873,A,105534,KINNEAR AVE,EW,AVE,Local,ROAD,0,799,700,700 - 799,R,611284,610888,,3,RICHTER ST,CURTS ST,11470,Urban Centre,,,201.4781681
141438,A,108593,RAYMER AVE,EW,AVE,Minor Arterial,ROAD,0,799,700,700 - 799,R,610674,610876,,2,RICHTER ST,CURTS ST,11471,Urban Centre,,City-led Project (Within 20 Years),200.3811377
141453,A,108783,RICHTER ST,NS,ST,Major Arterial,ROAD,0,2734,2700,2700 - 2734,R,610662,611284,,2,OSPREY AVE,KINNEAR AVE,11472,Urban Centre,Future Frequent,City-led Project (Within 20 Years),40.76244263
141440,A,108783,RICHTER ST,NS,ST,Major Arterial,ROAD,0,2699,2600,2600 - 2699,R,611284,610650,,2,KINNEAR AVE,WARDLAW AVE,11473,Urban Centre,Future Frequent,City-led Project (Within 20 Years),101.1352298
141426,A,108783,RICHTER ST,NS,ST,Major Arterial,ROAD,0,2799,2735,2735 - 2799,R,610674,610662,,2,RAYMER AVE,OSPREY AVE,11474,Urban Centre,Future Frequent,City-led Project (Within 20 Years),67.08264159
141465,A,102501,CURTS ST,NS,ST,Local,ROAD,0,2775,2700,2700 - 2775,R,610876,610888,,3,RAYMER AVE,KINNEAR CT,11475,Urban Centre,,,107.6118423
141477,A,108593,RAYMER AVE,EW,AVE,Minor Arterial,ROAD,0,899,800,800 - 899,R,610876,610926,,2,CURTS ST,ETHEL ST,11476,Core Area,,City-led Project (Within 20 Years),192.8193348
118909,A,105546,KINNEAR CT,EW,CT,Local,ROAD,0,875,800,800 - 875,R,610888,999991,,3,CURTS ST,EAST END OF ROAD,11477,Core Area,,,136.828165
118897,A,102501,CURTS ST,NS,ST,Local,ROAD,0,2699,2600,2600 - 2699,R,610888,610890,,3,KINNEAR CT,WARDLAW AVE,11478,Urban Centre,,,101.2423214
118923,A,104226,GRENFELL CT,EW,CT,Local,ROAD,0,939,900,900 - 939,R,610914,610938,,3,ETHEL ST,GRENFELL RD,11479,Core Area,,,89.88246547
141491,A,103251,ETHEL ST,NS,ST,Collector,ROAD,0,2699,2600,2600 - 2699,R,610914,610902,,2,GRENFELL CT,WARDLAW AVE,11480,Core Area,,,126.2001537
118950,A,104226,GRENFELL CT,EW,CT,Local,ROAD,0,999,940,940 - 999,R,610938,999991,,3,GRENFELL RD,EAST END OF ROAD,11481,Core Area,,,72.5416548
118935,A,103251,ETHEL ST,NS,ST,Collector,ROAD,0,2799,2700,2700 - 2799,R,610926,610914,,2,RAYMER AVE,GRENFELL CT,11482,Core Area,,,83.56835162
141489,A,104238,GRENFELL RD,NS,RD,Local,ROAD,0,2699,2642,2642 - 2699,R,610938,610940,,3,GRENFELL CT,CAMPUS CT,11483,Core Area,,,83.40390564
118947,A,106474,MAPPIN CT,EW,CT,Local,ROAD,0,2670,2620,2620 - 2670,R,610813,999990,,3,MAPPIN CT,WEST END OF ROAD,11484,Core Area,,,98.27677291
119089,A,108454,QUESNEL RD,NS,RD,Local,ROAD,0,1048,1000,1000 - 1048,R,610748,611296,,3,KELLY RD,RHONDDA CR,11485,Core Area,,,204.2026466
118974,A,105383,KELLY RD,NS,RD,Local,ROAD,0,1080,1000,1000 - 1080,R,610748,999993,,3,QUESNEL RD,NORTH END OF ROAD,11486,Core Area,,,68.14476349
118962,A,106474,MAPPIN CT,EW,CT,Local,ROAD,0,2681,2671,2671 - 2681,R,610813,999991,,3,MAPPIN CT,EAST END OF ROAD,11487,Core Area,,,39.85358033
141503,A,108454,QUESNEL RD,EW,RD,Local,ROAD,0,1099,1049,1049 - 1099,R,610799,610748,,3,GOSNELL RD,KELLY RD,11488,Core Area,,,115.3178106
141515,A,104087,GOSNELL RD,NS,RD,Local,ROAD,0,2839,2819,2819 - 2839,R,610799,610775,,3,QUESNEL RD,HELMCKEN RD,11489,Core Area,,,42.39502093
119014,A,104087,GOSNELL RD,EW,RD,Local,ROAD,0,2899,2840,2840 - 2899,R,610775,999991,,3,HELMCKEN RD,EAST END OF ROAD,11490,Core Area,,,168.5416912
118998,A,104543,HELMCKEN RD,EW,RD,Local,ROAD,0,2849,2821,2821 - 2849,R,610775,999991,,3,GOSNELL RD,EAST END OF ROAD,11491,Core Area,,,53.3503202
109607,A,106486,MAQUINNA RD,EW,RD,Local,ROAD,0,2599,2400,2400 - 2599,R,611563,611551,,3,HALL RD,HALL RD,11492,Suburban,,,619.7714513
109619,A,100115,ALBERTA CT,EW,CT,Local,ROAD,0,2620,2555,2555 - 2620,R,999990,611498,,3,WEST END OF ROAD,O'REILLY RD,11493,Suburban,,,129.3284538
134116,A,107589,O'REILLY RD,NS,RD,Local,ROAD,0,2663,2636,2636 - 2663,R,611498,611500,,2,ALBERTA CT,JOHNSON RD,11494,Suburban,,,131.8428547
156051,A,102968,DUNSTER RD,EW,RD,Local,ROAD,0,3195,2765,2765 - 3195,R,611726,999991,,3,EAST KELOWNA RD,EAST END OF ROAD,11495,Rural,,,1723.325147
126197,A,103010,EAST KELOWNA RD,EW,RD,Minor Arterial,ROAD,0,3582,2901,2901 - 3582,L,611726,611789,,2,DUNSTER RD,REID RD,11496,Rural,,,1426.113723
100533,A,104669,HWY 33 E,EW,HWY,Highway,ROAD,0,1456,1374,1374 - 1456,R,612072,612058,3,MOH,GARNER RD,TRAUT RD,11500,Rural,Local,,214.9413496
123810,A,104669,HWY 33 E,EW,HWY,Highway,ROAD,0,1583,1457,1457 - 1583,R,612058,612110,3,MOH,TRAUT RD,LOSETH RD,11501,Suburban,Local,,270.0996185
161758,A,104669,HWY 33 E,EW,HWY,Highway,ROAD,0,1999,1584,1584 - 1999,R,612110,612286,3,MOH,LOSETH RD,BLACK MOUNTAIN DR,11502,Core Area,Local,,562.5780599
123834,A,105179,JOE RICHE RD,EW,RD,Local,ROAD,0,1999,1632,1632 - 1999,L,620422,999991,,3,LOSETH DR,EAST END OF ROAD,11503,Hillside,,,274.8379871
155034,A,112615,LOSETH DR,NS,DR,Minor Arterial,ROAD,0,1632,1601,1601 - 1632,R,612110,620422,,2,HWY 33 E,JOE RICHE RD,11504,Core Area,Local,,35.71064676
